FULL_PD,SEQUENCE_NUMBER,FULL_PD_cleaned,SEQUENCE_NUMBER_cleaned,ED_CODE,id,documentId,pageNumber,tableIndex,_rid,_self,_etag,_attachments,_ts,riding
145,247,145,247,35023,985b90db-6616-4d3c-aed7-6c306991625e_page5_table1_pair16,985b90db-6616-4d3c-aed7-6c306991625e,5,1,6ookAOo23lLVAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLVAAAAAAAAAA==/,"""02000ca8-0000-0a00-0000-680f5a340000""",attachments/,1745836596,
145,246,145,246,35023,985b90db-6616-4d3c-aed7-6c306991625e_page5_table1_pair17,985b90db-6616-4d3c-aed7-6c306991625e,5,1,6ookAOo23lLWAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLWAAAAAAAAAA==/,"""02000da8-0000-0a00-0000-680f5a340000""",attachments/,1745836596,
163,103,163,103,35023,985b90db-6616-4d3c-aed7-6c306991625e_page5_table1_pair18,985b90db-6616-4d3c-aed7-6c306991625e,5,1,6ookAOo23lLXAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLXAAAAAAAAAA==/,"""02000ea8-0000-0a00-0000-680f5a340000""",attachments/,1745836596,
141,411.,141,411,35023,985b90db-6616-4d3c-aed7-6c306991625e_page5_table1_pair19,985b90db-6616-4d3c-aed7-6c306991625e,5,1,6ookAOo23lLYAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLYAAAAAAAAAA==/,"""02000fa8-0000-0a00-0000-680f5a340000""",attachments/,1745836596,
157,29.,157,29,35023,985b90db-6616-4d3c-aed7-6c306991625e_page5_table1_pair20,985b90db-6616-4d3c-aed7-6c306991625e,5,1,6ookAOo23lLZAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLZAAAAAAAAAA==/,"""020010a8-0000-0a00-0000-680f5a340000""",attachments/,1745836596,
166,466,166,466,35023,985b90db-6616-4d3c-aed7-6c306991625e_page5_table1_pair21,985b90db-6616-4d3c-aed7-6c306991625e,5,1,6ookAOo23lLaAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLaAAAAAAAAAA==/,"""020011a8-0000-0a00-0000-680f5a340000""",attachments/,1745836596,
133,216,133,216,35023,563d4203-d626-4626-9f14-83dba55738ef_page1_table1_pair0,563d4203-d626-4626-9f14-83dba55738ef,1,1,6ookAOo23lLbAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLbAAAAAAAAAA==/,"""020091b3-0000-0a00-0000-680f6be30000""",attachments/,1745841123,
139,252,139,252,35023,563d4203-d626-4626-9f14-83dba55738ef_page1_table1_pair1,563d4203-d626-4626-9f14-83dba55738ef,1,1,6ookAOo23lLcAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLcAAAAAAAAAA==/,"""020092b3-0000-0a00-0000-680f6be30000""",attachments/,1745841123,
139,253,139,253,35023,563d4203-d626-4626-9f14-83dba55738ef_page1_table1_pair2,563d4203-d626-4626-9f14-83dba55738ef,1,1,6ookAOo23lLdAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLdAAAAAAAAAA==/,"""020093b3-0000-0a00-0000-680f6be30000""",attachments/,1745841123,
177,270,177,270,35023,563d4203-d626-4626-9f14-83dba55738ef_page1_table1_pair3,563d4203-d626-4626-9f14-83dba55738ef,1,1,6ookAOo23lLeAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLeAAAAAAAAAA==/,"""020094b3-0000-0a00-0000-680f6be30000""",attachments/,1745841123,
177,269,177,269,35023,563d4203-d626-4626-9f14-83dba55738ef_page1_table1_pair4,563d4203-d626-4626-9f14-83dba55738ef,1,1,6ookAOo23lLfAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLfAAAAAAAAAA==/,"""020095b3-0000-0a00-0000-680f6be30000""",attachments/,1745841123,
148,108,148,108,35023,563d4203-d626-4626-9f14-83dba55738ef_page1_table1_pair5,563d4203-d626-4626-9f14-83dba55738ef,1,1,6ookAOo23lLgAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLgAAAAAAAAAA==/,"""020096b3-0000-0a00-0000-680f6be30000""",attachments/,1745841123,
138,276,138,276,35023,563d4203-d626-4626-9f14-83dba55738ef_page1_table1_pair6,563d4203-d626-4626-9f14-83dba55738ef,1,1,6ookAOo23lLhAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLhAAAAAAAAAA==/,"""020097b3-0000-0a00-0000-680f6be30000""",attachments/,1745841123,
134,253,134,253,35023,563d4203-d626-4626-9f14-83dba55738ef_page1_table1_pair7,563d4203-d626-4626-9f14-83dba55738ef,1,1,6ookAOo23lLiAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLiAAAAAAAAAA==/,"""020098b3-0000-0a00-0000-680f6be30000""",attachments/,1745841123,
134,254,134,254,35023,563d4203-d626-4626-9f14-83dba55738ef_page1_table1_pair8,563d4203-d626-4626-9f14-83dba55738ef,1,1,6ookAOo23lLjAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLjAAAAAAAAAA==/,"""020099b3-0000-0a00-0000-680f6be30000""",attachments/,1745841123,
132,347,132,347,35023,563d4203-d626-4626-9f14-83dba55738ef_page1_table1_pair9,563d4203-d626-4626-9f14-83dba55738ef,1,1,6ookAOo23lLkAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLkAAAAAAAAAA==/,"""02009ab3-0000-0a00-0000-680f6be30000""",attachments/,1745841123,
148,486,148,486,35023,563d4203-d626-4626-9f14-83dba55738ef_page1_table1_pair10,563d4203-d626-4626-9f14-83dba55738ef,1,1,6ookAOo23lLlAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLlAAAAAAAAAA==/,"""02009bb3-0000-0a00-0000-680f6be30000""",attachments/,1745841123,
148,408,148,408,35023,563d4203-d626-4626-9f14-83dba55738ef_page1_table1_pair11,563d4203-d626-4626-9f14-83dba55738ef,1,1,6ookAOo23lLmAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLmAAAAAAAAAA==/,"""02009cb3-0000-0a00-0000-680f6be30000""",attachments/,1745841123,
134,323,134,323,35023,563d4203-d626-4626-9f14-83dba55738ef_page1_table1_pair12,563d4203-d626-4626-9f14-83dba55738ef,1,1,6ookAOo23lLnAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLnAAAAAAAAAA==/,"""02009db3-0000-0a00-0000-680f6be30000""",attachments/,1745841123,
148,407,148,407,35023,563d4203-d626-4626-9f14-83dba55738ef_page1_table1_pair13,563d4203-d626-4626-9f14-83dba55738ef,1,1,6ookAOo23lLoAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLoAAAAAAAAAA==/,"""02009eb3-0000-0a00-0000-680f6be30000""",attachments/,1745841123,
136,372,136,372,35023,563d4203-d626-4626-9f14-83dba55738ef_page1_table1_pair14,563d4203-d626-4626-9f14-83dba55738ef,1,1,6ookAOo23lLpAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLpAAAAAAAAAA==/,"""02009fb3-0000-0a00-0000-680f6be30000""",attachments/,1745841123,
132,262,132,262,35023,563d4203-d626-4626-9f14-83dba55738ef_page1_table1_pair15,563d4203-d626-4626-9f14-83dba55738ef,1,1,6ookAOo23lLqAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLqAAAAAAAAAA==/,"""0200a0b3-0000-0a00-0000-680f6be30000""",attachments/,1745841123,
132,270,132,270,35023,563d4203-d626-4626-9f14-83dba55738ef_page1_table1_pair16,563d4203-d626-4626-9f14-83dba55738ef,1,1,6ookAOo23lLrAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLrAAAAAAAAAA==/,"""0200a1b3-0000-0a00-0000-680f6be30000""",attachments/,1745841123,
135,152,135,152,35023,563d4203-d626-4626-9f14-83dba55738ef_page1_table1_pair17,563d4203-d626-4626-9f14-83dba55738ef,1,1,6ookAOo23lLsAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLsAAAAAAAAAA==/,"""0200a2b3-0000-0a00-0000-680f6be30000""",attachments/,1745841123,
135,151,135,151,35023,563d4203-d626-4626-9f14-83dba55738ef_page1_table1_pair18,563d4203-d626-4626-9f14-83dba55738ef,1,1,6ookAOo23lLtAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLtAAAAAAAAAA==/,"""0200a3b3-0000-0a00-0000-680f6be30000""",attachments/,1745841123,
176,29/,176,29,35023,563d4203-d626-4626-9f14-83dba55738ef_page1_table1_pair19,563d4203-d626-4626-9f14-83dba55738ef,1,1,6ookAOo23lLuAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLuAAAAAAAAAA==/,"""0200a4b3-0000-0a00-0000-680f6be30000""",attachments/,1745841123,
176,293,176,293,35023,563d4203-d626-4626-9f14-83dba55738ef_page1_table1_pair20,563d4203-d626-4626-9f14-83dba55738ef,1,1,6ookAOo23lLvAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLvAAAAAAAAAA==/,"""0200a5b3-0000-0a00-0000-680f6be30000""",attachments/,1745841123,
136,339,136,339,35023,563d4203-d626-4626-9f14-83dba55738ef_page1_table1_pair21,563d4203-d626-4626-9f14-83dba55738ef,1,1,6ookAOo23lLwAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLwAAAAAAAAAA==/,"""0200a6b3-0000-0a00-0000-680f6be30000""",attachments/,1745841123,
136,5%.,136,5,35023,563d4203-d626-4626-9f14-83dba55738ef_page2_table1_pair0,563d4203-d626-4626-9f14-83dba55738ef,2,1,6ookAOo23lLxAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLxAAAAAAAAAA==/,"""0200b9b3-0000-0a00-0000-680f6bf10000""",attachments/,1745841137,
176,386,176,386,35023,563d4203-d626-4626-9f14-83dba55738ef_page2_table1_pair1,563d4203-d626-4626-9f14-83dba55738ef,2,1,6ookAOo23lLyAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLyAAAAAAAAAA==/,"""0200bab3-0000-0a00-0000-680f6bf10000""",attachments/,1745841137,
.136,72.,136,72,35023,563d4203-d626-4626-9f14-83dba55738ef_page2_table1_pair2,563d4203-d626-4626-9f14-83dba55738ef,2,1,6ookAOo23lLzAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLzAAAAAAAAAA==/,"""0200bbb3-0000-0a00-0000-680f6bf10000""",attachments/,1745841137,
132,200,132,200,35023,563d4203-d626-4626-9f14-83dba55738ef_page2_table1_pair3,563d4203-d626-4626-9f14-83dba55738ef,2,1,6ookAOo23lL0AAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lL0AAAAAAAAAA==/,"""0200bcb3-0000-0a00-0000-680f6bf10000""",attachments/,1745841137,
140,160,140,160,35023,563d4203-d626-4626-9f14-83dba55738ef_page2_table1_pair4,563d4203-d626-4626-9f14-83dba55738ef,2,1,6ookAOo23lL1AAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lL1AAAAAAAAAA==/,"""0200bdb3-0000-0a00-0000-680f6bf10000""",attachments/,1745841137,
177,SIS,177,,35023,563d4203-d626-4626-9f14-83dba55738ef_page2_table1_pair5,563d4203-d626-4626-9f14-83dba55738ef,2,1,6ookAOo23lL2AAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lL2AAAAAAAAAA==/,"""0200beb3-0000-0a00-0000-680f6bf10000""",attachments/,1745841137,
177,397,177,397,35023,563d4203-d626-4626-9f14-83dba55738ef_page2_table1_pair6,563d4203-d626-4626-9f14-83dba55738ef,2,1,6ookAOo23lL3AAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lL3AAAAAAAAAA==/,"""0200bfb3-0000-0a00-0000-680f6bf10000""",attachments/,1745841137,
138,253.,138,253,35023,563d4203-d626-4626-9f14-83dba55738ef_page2_table1_pair7,563d4203-d626-4626-9f14-83dba55738ef,2,1,6ookAOo23lL4AAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lL4AAAAAAAAAA==/,"""0200c0b3-0000-0a00-0000-680f6bf10000""",attachments/,1745841137,
173,160,173,160,35023,563d4203-d626-4626-9f14-83dba55738ef_page2_table1_pair8,563d4203-d626-4626-9f14-83dba55738ef,2,1,6ookAOo23lL5AAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lL5AAAAAAAAAA==/,"""0200c1b3-0000-0a00-0000-680f6bf10000""",attachments/,1745841137,
139,69,139,69,35023,563d4203-d626-4626-9f14-83dba55738ef_page2_table1_pair9,563d4203-d626-4626-9f14-83dba55738ef,2,1,6ookAOo23lL6AAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lL6AAAAAAAAAA==/,"""0200c2b3-0000-0a00-0000-680f6bf10000""",attachments/,1745841137,
139,70,139,70,35023,563d4203-d626-4626-9f14-83dba55738ef_page2_table1_pair10,563d4203-d626-4626-9f14-83dba55738ef,2,1,6ookAOo23lL7AAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lL7AAAAAAAAAA==/,"""0200c3b3-0000-0a00-0000-680f6bf10000""",attachments/,1745841137,
176,"377,",176,377,35023,563d4203-d626-4626-9f14-83dba55738ef_page2_table1_pair11,563d4203-d626-4626-9f14-83dba55738ef,2,1,6ookAOo23lL8AAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lL8AAAAAAAAAA==/,"""0200c4b3-0000-0a00-0000-680f6bf10000""",attachments/,1745841137,
148,306,148,306,35023,563d4203-d626-4626-9f14-83dba55738ef_page2_table1_pair12,563d4203-d626-4626-9f14-83dba55738ef,2,1,6ookAOo23lL9AAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lL9AAAAAAAAAA==/,"""0200c5b3-0000-0a00-0000-680f6bf10000""",attachments/,1745841137,
148,307,148,307,35023,563d4203-d626-4626-9f14-83dba55738ef_page2_table1_pair13,563d4203-d626-4626-9f14-83dba55738ef,2,1,6ookAOo23lL+AAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lL+AAAAAAAAAA==/,"""0200c6b3-0000-0a00-0000-680f6bf10000""",attachments/,1745841137,
1.34,15.,134,15,35023,563d4203-d626-4626-9f14-83dba55738ef_page2_table1_pair14,563d4203-d626-4626-9f14-83dba55738ef,2,1,6ookAOo23lL-AAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lL-AAAAAAAAAA==/,"""0200c7b3-0000-0a00-0000-680f6bf10000""",attachments/,1745841137,
134,14,134,14,35023,563d4203-d626-4626-9f14-83dba55738ef_page2_table1_pair15,563d4203-d626-4626-9f14-83dba55738ef,2,1,6ookAOo23lIAAQAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lIAAQAAAAAAAA==/,"""0200c8b3-0000-0a00-0000-680f6bf10000""",attachments/,1745841137,
148,196,148,196,35023,563d4203-d626-4626-9f14-83dba55738ef_page2_table1_pair16,563d4203-d626-4626-9f14-83dba55738ef,2,1,6ookAOo23lIBAQAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lIBAQAAAAAAAA==/,"""0200c9b3-0000-0a00-0000-680f6bf10000""",attachments/,1745841137,
176,233,176,233,35023,563d4203-d626-4626-9f14-83dba55738ef_page2_table1_pair17,563d4203-d626-4626-9f14-83dba55738ef,2,1,6ookAOo23lICAQAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lICAQAAAAAAAA==/,"""0200cab3-0000-0a00-0000-680f6bf10000""",attachments/,1745841137,
176,234,176,234,35023,563d4203-d626-4626-9f14-83dba55738ef_page2_table1_pair18,563d4203-d626-4626-9f14-83dba55738ef,2,1,6ookAOo23lIDAQAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lIDAQAAAAAAAA==/,"""0200cbb3-0000-0a00-0000-680f6bf10000""",attachments/,1745841137,
132,23,132,23,35023,563d4203-d626-4626-9f14-83dba55738ef_page2_table1_pair19,563d4203-d626-4626-9f14-83dba55738ef,2,1,6ookAOo23lIEAQAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lIEAQAAAAAAAA==/,"""0200ccb3-0000-0a00-0000-680f6bf10000""",attachments/,1745841137,
150,389,150,389,35023,563d4203-d626-4626-9f14-83dba55738ef_page2_table1_pair20,563d4203-d626-4626-9f14-83dba55738ef,2,1,6ookAOo23lIFAQAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lIFAQAAAAAAAA==/,"""0200cdb3-0000-0a00-0000-680f6bf10000""",attachments/,1745841137,
176,341,176,341,35023,563d4203-d626-4626-9f14-83dba55738ef_page2_table1_pair21,563d4203-d626-4626-9f14-83dba55738ef,2,1,6ookAOo23lIGAQAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lIGAQAAAAAAAA==/,"""0200ceb3-0000-0a00-0000-680f6bf10000""",attachments/,1745841137,
171,29,171,29,35023,563d4203-d626-4626-9f14-83dba55738ef_page3_table1_pair0,563d4203-d626-4626-9f14-83dba55738ef,3,1,6ookAOo23lIHAQAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lIHAQAAAAAAAA==/,"""0200ddb3-0000-0a00-0000-680f6bfc0000""",attachments/,1745841148,
171,38.,171,38,35023,563d4203-d626-4626-9f14-83dba55738ef_page3_table1_pair1,563d4203-d626-4626-9f14-83dba55738ef,3,1,6ookAOo23lIIAQAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lIIAQAAAAAAAA==/,"""0200deb3-0000-0a00-0000-680f6bfc0000""",attachments/,1745841148,
15/,202,15,202,35023,563d4203-d626-4626-9f14-83dba55738ef_page3_table1_pair2,563d4203-d626-4626-9f14-83dba55738ef,3,1,6ookAOo23lIJAQAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lIJAQAAAAAAAA==/,"""0200e0b3-0000-0a00-0000-680f6bfc0000""",attachments/,1745841148,
196,255,196,255,35023,563d4203-d626-4626-9f14-83dba55738ef_page3_table1_pair3,563d4203-d626-4626-9f14-83dba55738ef,3,1,6ookAOo23lIKAQAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lIKAQAAAAAAAA==/,"""0200e1b3-0000-0a00-0000-680f6bfc0000""",attachments/,1745841148,
196,256,196,256,35023,563d4203-d626-4626-9f14-83dba55738ef_page3_table1_pair4,563d4203-d626-4626-9f14-83dba55738ef,3,1,6ookAOo23lILAQAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lILAQAAAAAAAA==/,"""0200e2b3-0000-0a00-0000-680f6bfc0000""",attachments/,1745841148,
196,254.,196,254,35023,563d4203-d626-4626-9f14-83dba55738ef_page3_table1_pair5,563d4203-d626-4626-9f14-83dba55738ef,3,1,6ookAOo23lIMAQAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lIMAQAAAAAAAA==/,"""0200e3b3-0000-0a00-0000-680f6bfc0000""",attachments/,1745841148,
182,285,182,285,35023,563d4203-d626-4626-9f14-83dba55738ef_page3_table1_pair6,563d4203-d626-4626-9f14-83dba55738ef,3,1,6ookAOo23lINAQAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lINAQAAAAAAAA==/,"""0200e4b3-0000-0a00-0000-680f6bfc0000""",attachments/,1745841148,
180,356,180,356,35023,563d4203-d626-4626-9f14-83dba55738ef_page3_table1_pair7,563d4203-d626-4626-9f14-83dba55738ef,3,1,6ookAOo23lIOAQAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lIOAQAAAAAAAA==/,"""0200e5b3-0000-0a00-0000-680f6bfc0000""",attachments/,1745841148,
179,347,179,347,35023,563d4203-d626-4626-9f14-83dba55738ef_page3_table1_pair8,563d4203-d626-4626-9f14-83dba55738ef,3,1,6ookAOo23lIPAQAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lIPAQAAAAAAAA==/,"""0200e6b3-0000-0a00-0000-680f6bfc0000""",attachments/,1745841148,
179,217,179,217,35023,563d4203-d626-4626-9f14-83dba55738ef_page3_table1_pair9,563d4203-d626-4626-9f14-83dba55738ef,3,1,6ookAOo23lIQAQAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lIQAQAAAAAAAA==/,"""0200e7b3-0000-0a00-0000-680f6bfc0000""",attachments/,1745841148,
182,268,182,268,35023,563d4203-d626-4626-9f14-83dba55738ef_page3_table1_pair10,563d4203-d626-4626-9f14-83dba55738ef,3,1,6ookAOo23lIRAQAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lIRAQAAAAAAAA==/,"""0200e8b3-0000-0a00-0000-680f6bfc0000""",attachments/,1745841148,
151,3,151,3,35023,563d4203-d626-4626-9f14-83dba55738ef_page3_table1_pair11,563d4203-d626-4626-9f14-83dba55738ef,3,1,6ookAOo23lISAQAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lISAQAAAAAAAA==/,"""0200e9b3-0000-0a00-0000-680f6bfc0000""",attachments/,1745841148,
172,420,172,420,35023,563d4203-d626-4626-9f14-83dba55738ef_page3_table1_pair12,563d4203-d626-4626-9f14-83dba55738ef,3,1,6ookAOo23lITAQAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lITAQAAAAAAAA==/,"""0200eab3-0000-0a00-0000-680f6bfc0000""",attachments/,1745841148,
196,106,196,106,35023,563d4203-d626-4626-9f14-83dba55738ef_page3_table1_pair13,563d4203-d626-4626-9f14-83dba55738ef,3,1,6ookAOo23lIUAQAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lIUAQAAAAAAAA==/,"""0200ebb3-0000-0a00-0000-680f6bfc0000""",attachments/,1745841148,
196,107,196,107,35023,563d4203-d626-4626-9f14-83dba55738ef_page3_table1_pair14,563d4203-d626-4626-9f14-83dba55738ef,3,1,6ookAOo23lIVAQAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lIVAQAAAAAAAA==/,"""0200ecb3-0000-0a00-0000-680f6bfc0000""",attachments/,1745841148,
196,108,196,108,35023,563d4203-d626-4626-9f14-83dba55738ef_page3_table1_pair15,563d4203-d626-4626-9f14-83dba55738ef,3,1,6ookAOo23lIWAQAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lIWAQAAAAAAAA==/,"""0200edb3-0000-0a00-0000-680f6bfc0000""",attachments/,1745841148,
179,386,179,386,35023,563d4203-d626-4626-9f14-83dba55738ef_page3_table1_pair16,563d4203-d626-4626-9f14-83dba55738ef,3,1,6ookAOo23lIXAQAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lIXAQAAAAAAAA==/,"""0200eeb3-0000-0a00-0000-680f6bfc0000""",attachments/,1745841148,
195,101,195,101,35023,563d4203-d626-4626-9f14-83dba55738ef_page3_table1_pair17,563d4203-d626-4626-9f14-83dba55738ef,3,1,6ookAOo23lIYAQAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lIYAQAAAAAAAA==/,"""0200efb3-0000-0a00-0000-680f6bfc0000""",attachments/,1745841148,
147,360:,147,360,35023,563d4203-d626-4626-9f14-83dba55738ef_page3_table1_pair18,563d4203-d626-4626-9f14-83dba55738ef,3,1,6ookAOo23lIZAQAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lIZAQAAAAAAAA==/,"""0200f0b3-0000-0a00-0000-680f6bfc0000""",attachments/,1745841148,
170,228,170,228,35023,563d4203-d626-4626-9f14-83dba55738ef_page3_table1_pair19,563d4203-d626-4626-9f14-83dba55738ef,3,1,6ookAOo23lIaAQAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lIaAQAAAAAAAA==/,"""0200f1b3-0000-0a00-0000-680f6bfc0000""",attachments/,1745841148,
170,229,170,229,35023,563d4203-d626-4626-9f14-83dba55738ef_page3_table1_pair20,563d4203-d626-4626-9f14-83dba55738ef,3,1,6ookAOo23lIbAQAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lIbAQAAAAAAAA==/,"""0200f2b3-0000-0a00-0000-680f6bfc0000""",attachments/,1745841148,
185,268,185,268,35023,563d4203-d626-4626-9f14-83dba55738ef_page4_table1_pair0,563d4203-d626-4626-9f14-83dba55738ef,4,1,6ookAOo23lIcAQAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lIcAQAAAAAAAA==/,"""020004b4-0000-0a00-0000-680f6c090000""",attachments/,1745841161,
157,548,157,548,35023,563d4203-d626-4626-9f14-83dba55738ef_page4_table1_pair1,563d4203-d626-4626-9f14-83dba55738ef,4,1,6ookAOo23lIdAQAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lIdAQAAAAAAAA==/,"""020005b4-0000-0a00-0000-680f6c090000""",attachments/,1745841161,
157,549,157,549,35023,563d4203-d626-4626-9f14-83dba55738ef_page4_table1_pair2,563d4203-d626-4626-9f14-83dba55738ef,4,1,6ookAOo23lIeAQAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lIeAQAAAAAAAA==/,"""020006b4-0000-0a00-0000-680f6c090000""",attachments/,1745841161,
157,430,157,430,35023,563d4203-d626-4626-9f14-83dba55738ef_page4_table1_pair3,563d4203-d626-4626-9f14-83dba55738ef,4,1,6ookAOo23lIfAQAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lIfAQAAAAAAAA==/,"""020007b4-0000-0a00-0000-680f6c090000""",attachments/,1745841161,
157,431,157,431,35023,563d4203-d626-4626-9f14-83dba55738ef_page4_table1_pair4,563d4203-d626-4626-9f14-83dba55738ef,4,1,6ookAOo23lIgAQAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lIgAQAAAAAAAA==/,"""020008b4-0000-0a00-0000-680f6c090000""",attachments/,1745841161,
